Unnamed: 0,id,Addresse,Rue,no_local,code_postal,etage,Nom de la borne,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
898,4a25676b-4516-4be4-9b39-19ca8de6c45d,2573,Chemin des Écossais,,J1C 0J5,"1,2",SOUDURE NOMADE,819 571-6516,False,Commerce de gros/para-industriel,Fabrication,Autre fabrication,Toutes les autres activités diverses de fabrication,339990.0,Fabrication,Toutes les autres activités diverses de fabrication,1176432434.0,Brompton,False,2021-03-04,2024-07-16,-71.93723419999999,45.4488177
905,db95eeb6-1da7-4190-b56d-57e629b85936,525,Rue du Parc-Industriel,,J1C 0J2,"1,2",CONSTRUCTION YVON PERREAULT,819 574-7555,False,Commerce de gros/para-industriel,Construction,Construction,Construction résidentielle,236110.0,Construction,Construction résidentielle,1143418771.0,Brompton,False,2020-07-14,2024-07-15,-71.9625372,45.46368729999999
911,8239367f-a587-425e-a907-a3f52b3b810e,545,Rue du Parc-Industriel,,J1C 0J2,1,MILIEM,819 846-2226,False,Commerce de gros/para-industriel,Fabrication,Machinerie,Fabrication de toutes les autres machines d'usage général,333990.0,Fabrication,Fabrication de toutes les autres machines d'usage général,1166414210.0,Brompton,False,2020-07-14,2024-07-15,-71.9621516,45.46193379999999
913,0c3f1f28-0477-4d2c-bb7a-893db611541b,537,Rue du Parc-Industriel,,J1C 0J2,1,SHERBROOKE TECH ET SERVICE,819 846-5121,False,Commerce de gros/para-industriel,Fabrication,Machinerie,Ateliers d'usinage,332710.0,Fabrication,Ateliers d'usinage,1173654907.0,Brompton,False,2020-07-14,2024-07-15,-71.9623101,45.4627014
940,f79c3df3-7f37-442e-bee5-59935b3978f7,11,Rue Véronneau,,J1C 0K2,1,ÉBÉNISTERIE LOUIS BLAIS,819 846-6485,False,Commerce de gros/para-industriel,Fabrication,Mobilier,Fabrication d'autres meubles de maison en bois,337123.0,Fabrication,Fabrication d'autres meubles de maison en bois,1161238036.0,Brompton,False,2021-04-29,2024-07-16,-71.9340565,45.4595943
946,f57951a4-5f20-492a-a40b-09b8266faf61,2501,Chemin des Écossais,,J1C 0J5,"-1, 1",PA DUBOIS ÉLECTRIQUE,819 566-0080,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,238210.0,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,1143148097.0,Brompton,False,2020-07-14,2024-07-15,-71.9598032,45.4492056
947,0b5fa0c2-cc41-414c-94ab-605f8cd22188,520,Rue du Parc-Industriel,,J1C 0J2,"-1, 1",MOTEL ÉCONO NUIT,819 846-6788,False,Commerce,"Restauration, divertissement et hôtellerie",Hôtellerie,Motels,721114.0,Services d'hébergement et de restauration,Motels,1161833067.0,Brompton,False,2020-07-14,2024-07-15,-71.9648178,45.4650806
948,64b1a0f6-c459-44fb-b9d2-c9f415344380,546,Rue du Parc-Industriel,,J1C 0J2,"1,2",CONSTRUCTIONS FRANCIS VACHON,819 846-1515,False,Commerce de gros/para-industriel,Construction,Construction,Construction résidentielle,236110.0,Construction,Construction résidentielle,1166891524.0,Brompton,False,2020-07-14,2024-07-16,-71.96364160000002,45.4617043
953,63c5fdbc-dc26-42bb-87dc-87d6564f87ec,1030,Rue de l'Ardoise,,J1C 0B1,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Brompton,False,2020-07-14,2024-07-11,-71.96080789999999,45.4490707
954,3ad6d1f8-1580-440d-82a0-9a928601bb0b,33,Rue Winder,,J1M 1L5,1,CENTRE DE FORMARTION PROFESSIONNELLE LENNOXVILLE,819 563-5627,False,Commerce de gros/para-industriel,Services d'enseignement,Services d'enseignement,Formation professionnelle et perfectionnement en gestion,611430.0,Services d'enseignement,Formation professionnelle et perfectionnement en gestion,,Lennoxville,False,2023-10-30,2024-06-18,-71.85399360934808,45.35533080376727
960,fef42a46-70dd-4674-8351-9bbb7df213a1,3175,Rue College,,J1M 0E7,1,CASERNE INCENDIE LENNOXVILLE,819 823-8000,False,Institution,Organismes publics et privés,Organismes publics,Services municipaux de lutte contre les incendies,913140.0,Administrations publiques,Services municipaux de lutte contre les incendies,8831854920.0,Lennoxville,False,2020-02-18,2024-06-18,-71.87332219999999,45.3652255
961,e4873b60-1e1e-4171-822f-d6306e8ccc0e,3355,Rue College,,J1M 0B8,1,RÉSEAU DU PATRIMOINE ANGLOPHONE DU QUÉBEC,819 564-9595,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organismes d'action sociale,813310.0,Autres services (sauf les administrations publiques),Organismes d'action sociale,1161425054.0,Lennoxville,False,2020-02-18,2024-06-18,-71.8763526,45.364792
1005,f9243f51-f405-4380-8380-13df013c5e0e,29,Rue Winder,,J1M 1L5,1,STÉPHANE COUTURE,,False,Commerce de gros/para-industriel,NON-CLASSÉS,NON-CLASSÉS,NON-CLASSÉS,999999.0,Non-classés,NON-CLASSÉS,,Lennoxville,False,2023-10-30,2024-05-22,-71.85400256390308,45.35562340133188
1006,7281b6b1-09cb-42c1-8a9c-4c136e5f54dc,103,Rue Winder,,J1M 1L6,"1,2,3",GARAGE J.B. LAROCHE,819 564-8405,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1162347570.0,Lennoxville,False,2020-02-18,2024-06-18,-71.851885,45.35201039999999
1009,f184e79e-5e2a-44f3-8f9b-3d5a5fe924ef,1399,Rue Campbell,,J1M 0C1,1,ÉCOLE PRIMAIRE LA SOURCE,819 791-3701,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,1167557835.0,Lennoxville,False,2020-02-18,2024-06-18,-71.8461204,45.3423472
1010,f16a90a3-2d0d-4bdd-b2c7-0d3cc2f04272,2600,Rue College,,J1M 1Z7,1,SPORT CENTER COFFEE SHOP,,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Café, salon de thé, bar à smoothies",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1144890390.0,Lennoxville,False,2020-02-18,2024-06-18,-71.84229719999999,45.3636422
1011,88f622d6-a4cf-4162-bc55-296ed708d93d,80,Chemin Moulton Hill,,J1M 1Z8,"1, 2, 3",BISHOP'S COLLEGE SCHOOL,819 566-0227,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,1145061330.0,Lennoxville,False,2020-02-18,2024-06-17,-71.8419875,45.3713434
1012,27580b60-7a81-496b-a72e-280c9edb4026,2200,Chemin Bowers,,J1M 0B9,1,CLUB DE GOLF MILBY INC.,819 562-4260,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,1142997833.0,Lennoxville,False,2020-02-18,2024-06-14,-71.82518809999999,45.32600929999999
1041,c2499c08-f130-45d2-8ab7-77d1d9103f18,100,Rue du Cardinal-Lavigerie,,J1M 0A2,"1, 2, 3",VACANT,,False,Institution,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Lennoxville,False,2019-12-07,2024-06-14,-71.8460109,45.3820737
1046,07e53f1a-d81d-4390-bf3c-9ebff7f856c6,1700,Rue College,,J1M 0C8,1,CENTRE DE FORMATION PROFESSIONNELLE LENNOXVILLE,819 563-5627,False,Institution,Services d'enseignement,Services d'enseignement,Écoles techniques et écoles de métiers,611510.0,Services d'enseignement,Écoles techniques et écoles de métiers,,Lennoxville,False,2024-05-21,2024-06-18,-71.81405379222844,45.36486154821841
1398,bd9ad8c9-0051-4d9b-a3fc-18c81186260a,9327,Chemin de Saint-Élie,,J1R 0C4,1,ST-ÉLIE MOTORSPORTS,,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Autres installations de course et activités connexes,711214.0,"Arts, spectacles et loisirs",Autres installations de course et activités connexes,1165462574.0,Saint-Élie,False,2020-09-28,2024-06-26,-72.1040332,45.3725597
1399,f7871b31-221e-4c9d-8fba-fc5d7393c513,8580,Chemin de Saint-Élie,,J1R 0C4,1,DÉPANNEUR CALEB 2007,819 822-3014,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1163463517.0,Saint-Élie,False,2020-09-30,2024-06-26,-72.07967359999999,45.3829056
1400,f957f47e-d664-42d6-9527-620456925095,1646,Chemin Laliberté,,J1R 0C5,1,PIEUX VISTECH ESTRIE INC.,819 820-4240,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1172650484.0,Saint-Élie,False,2020-09-28,2024-07-03,-72.0550988,45.36439070000001
1404,f9e368ea-e7fa-4e57-84f4-f18b46a43654,1686,Chemin Laliberté,,J1R 0C5,"1,2",DBO EXPERT,818 636-0057,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,,Saint-Élie,False,2020-09-28,2024-07-03,-72.05418,45.3659132
1438,21676eb0-11b7-429e-864a-6f39dadf6a11,1225,Chemin Dion,,J1R 0R8,1,GARAGE S. COUTURE,819 432-2280,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1174518127.0,Saint-Élie,False,2020-09-30,2024-07-03,-72.00434430000001,45.4228407
1439,05c32197-0305-4d03-8e7b-67dd63778d98,668,Chemin Dion,,J1R 0R8,1,LES GRUES GR,819 823-8815,False,Commerce de gros/para-industriel,Construction,Construction,Tous les autres entrepreneurs spécialisés,238990.0,Construction,Tous les autres entrepreneurs spécialisés,1142545244.0,Saint-Élie,False,2020-09-30,2024-07-03,-72.0031865,45.4097984
1440,88ec3cba-db8e-49df-a1bc-69a319a10cea,606,Chemin Dion,,J1R 0R8,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Saint-Élie,False,2020-09-30,2024-06-18,-72.0031049,45.4089234
1444,1453496d-d1ca-4ba0-8232-055eab287039,264,Chemin Dion,,J1R 0R8,1,DFJ MOULES INC.,819 823-2203,False,Commerce,Fabrication,Machinerie,Fabrication de moules industriels,333511.0,Fabrication,Fabrication de moules industriels,1173837593.0,Saint-Élie,False,2020-09-30,2024-07-03,-72.003,45.4010604
1458,9fd32fac-4e0f-44ca-8e48-fd4eb241ef22,381,Chemin Georges-Vallières,,J1R 0R1,1,RÉFRIGÉRATION GAGNÉ,819 346-7093,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de matériel et fournitures de plomberie, de chauffage et de climatisation",416120.0,Commerce de gros,"Grossistes-marchands de matériel et fournitures de plomberie, de chauffage et de climatisation",1144081354.0,Saint-Élie,False,2020-09-30,2024-07-03,-71.98927859999999,45.4281881
1465,8862398c-7888-4970-970e-fc72e1cf8166,1626,Chemin Laliberté,,J1R 0C5,1,GOUPRO ALUMINIUM,819 565-1354,False,Commerce de gros/para-industriel,Fabrication,Métaux,Fabrication d'autres produits métalliques d'ornement et d'architecture,332329.0,Fabrication,Fabrication d'autres produits métalliques d'ornement et d'architecture,1146223160.0,Saint-Élie,False,2020-09-28,2024-07-03,-72.0561067,45.3635939
1474,68235472-9805-4fb6-96f3-a248d8d8531f,7702,Chemin de Saint-Élie,,J1R 0C4,1,GAZONEIGE,819 823-6790,False,Commerce de gros/para-industriel,Services d'affaires,Services d'entretien d'immeuble,Services d'aménagement paysager,561730.0,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",Services d'aménagement paysager,1166672908.0,Saint-Élie,False,2020-09-30,2024-06-26,-72.0557707,45.3919952
1481,55b417b8-bd8b-462d-9f0e-a40d659e7340,7860,Chemin de Saint-Élie,,J1R 0C4,1,CERTI RECYCLAGE,819 822-1000,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de métaux recyclables,418110.0,Commerce de gros,Grossistes-marchands de métaux recyclables,1164149115.0,Saint-Élie,False,2020-09-30,2024-06-26,-72.06024839999999,45.3905807
1490,e84a2272-7c3e-41b6-83d3-4992f095130a,8540,Chemin de Saint-Élie,,J1R 0A8,1,ÉLÉGANCE COIFFURE HOMME ET FEMME,819 342-7595,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,,Saint-Élie,False,2020-09-30,2024-06-18,-72.078496,45.3832364
1519,e1e4c6f9-8792-41b9-a079-ae743d95dec6,1001,Chemin Dion,3,J1R 0R8,1,WILL WESS LOCATION,,False,Commerce de gros/para-industriel,Services aux consommateurs,Location,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,532490.0,Services immobiliers et services de location et de location à bail,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,2275679456.0,Saint-Élie,False,2020-09-30,2024-08-15,-72.00545020000001,45.4185659
1544,17e585b2-9433-4f36-98d4-30d2da719a0e,8719,Chemin de Saint-Élie,,J1R 0C4,1,ATELIERS DU BOIS DE ROSE,819 346-2571,False,Commerce de gros/para-industriel,Fabrication,Mobilier,Fabrication d'autres meubles de maison en bois,337123.0,Fabrication,Fabrication d'autres meubles de maison en bois,1171782882.0,Saint-Élie,False,2020-09-28,2024-06-26,-72.0841445,45.3801469
1675,0794b4cb-a94c-4bdf-be3d-bcb9e951c3ee,2735,Boulevard Queen-Victoria,,J1J 4N8,1,AIM RECYCLAGE SHERBROOKE,819 563-8012,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de métaux recyclables,418110.0,Commerce de gros,Grossistes-marchands de métaux recyclables,1162152061.0,Jacques-Cartier,False,2020-06-05,2024-08-13,-71.9204421,45.4385084
1887,68460056-fa13-4cf5-adcf-0f03396320ec,1255,Boulevard du Plateau-Saint-Joseph,,J1L 3E2,1,MICHAELS MAGASIN D'ARTISANAT,819 416-1708,False,Commerce,Biens semi-courants,Passe-temps,"Magasins d'articles de passe-temps, de jouets et de jeux",459120.0,Commerce de détail,"Détaillants d'articles de passe-temps, de jouets et de jeux",1167023598.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.9692934,45.4197465
1890,9ad37fea-2139-40e2-adfa-b5c3c869cbcc,1305,Boulevard du Plateau-Saint-Joseph,,J1L 3E2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2022-05-16,2024-08-02,-71.9683295,45.419723
1893,b53f3648-3ebf-4ff3-be33-c5115cb285d5,1455,Boulevard du Plateau-Saint-Joseph,,J1L 3E2,1,MEUBLES LÉON,819 822-5366,False,Commerce,Biens réfléchis,Ameublement,Meubles de maison et appareils ménagers,449110.0,Commerce de détail,Détaillants de meubles,1142558148.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.9675729,45.4221971
1924,9989e2ef-3c94-43cd-bf52-21d46a924fad,3455,Rue du Fer-Droit,,J1H 0A8,1,GOLF ET ACADÉMIE LONGCHAMP,819 563-9393,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,1170402490.0,Jacques-Cartier,False,2020-07-14,2024-08-12,-71.95978389999999,45.4444757
1954,ab8d5df3-ab05-4b3b-8905-4e0d3c5ce173,2690,Chemin des Écossais,,J1H 0A7,1,CLUB DE GOLF DES ÉCOSSAIS,819 564-9292,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,2272891435.0,Jacques-Cartier,False,2020-07-14,2024-07-16,-71.93868739999999,45.448196
1957,f8dd8078-21fd-4199-851f-e697b7c3ff51,3555,Boulevard Queen-Victoria,,J1H 0B6,1,DÉPANNEUR BONI-SOIR,819 348-9353,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1167738419.0,Jacques-Cartier,True,2020-07-14,2024-08-01,-71.9312255,45.448007700000005
1958,3e51af32-c36a-40c6-949f-39ef717c7572,3531,Boulevard Queen-Victoria,,J1H 0B6,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-07-14,2024-07-03,-71.9308557,45.4478159
1959,9375c681-c1db-4007-8087-7d08fb0ad7bd,3065,Boulevard Queen-Victoria,,J1J 4N8,1,TRANSPORT ET CAMIONNAGE HARRY INC.,819 566-2664,False,Commerce de gros/para-industriel,Transport,Transport de marchandises,Transport local par camion de marchandises diverses,484110.0,Transport et entreposage,Transport local par camion de marchandises diverses,1142409102.0,Jacques-Cartier,False,2021-07-06,2024-08-13,-71.9245794,45.4409131
1960,25d6aa89-2667-4783-8db9-03dd5595b1b9,2837,Boulevard Queen-Victoria,,J1J 4N8,1,BOUCHERIE FACE DE BOEUF,819 481-5555,False,Commerce,Biens courants,Alimentation,Boucheries,445240.0,Commerce de détail,Boucheries,1142421347.0,Jacques-Cartier,False,2020-06-05,2024-08-13,-71.9216941,45.4396754
1969,be56a347-029e-45c5-8a13-0fe6afeaa4f1,2365,Boulevard Queen-Victoria,,J1J 3X6,1,INVESTISSEMENT RENÉ ST-PIERRE LTEE,819 821-0717,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1142834887.0,Jacques-Cartier,False,2020-06-05,2024-08-13,-71.9166195,45.4338905
1988,efeb4a65-c2d5-4c15-aef9-96d67e32dfec,576,Rue Prospect,,J1H 1A8,"1, 2",B&B ÎLE DE GARDE,819 346-0142,False,Commerce,"Restauration, divertissement et hôtellerie",Hôtellerie,Gîtes touristiques,721191.0,Services d'hébergement et de restauration,Gîtes touristiques,2268151695.0,Jacques-Cartier,False,2020-08-06,2024-07-05,-71.8985544,45.40789290000001
1989,940b46bd-cd40-4d00-a437-210137f645f3,530,Rue Prospect,,J1H 1A8,"1, 2",SERVICE D'AIDE AUX NÉO-CANADIENS,819 566-5373,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organismes d'action sociale,813310.0,Autres services (sauf les administrations publiques),Organismes d'action sociale,1144937100.0,Jacques-Cartier,False,2020-08-06,2024-07-05,-71.8978607,45.4076103
2059,ee041736-7c95-4e32-93aa-996579027805,1355,Boulevard du Plateau-Saint-Joseph,,J1L 3E2,1,HOME DEPOT,819 348-4481,False,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Centres de rénovation,444110.0,Commerce de détail,Centres de rénovation,1148628630.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.9688659,45.4210599
2073,324d6412-f997-4454-ad32-2c46a4027427,3600,Boulevard de Monseigneur-Fortier,,J1L 0C8,1,STARBUCKS,819 969-0960,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Café, salon de thé, bar à smoothies",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1160513306.0,Jacques-Cartier,True,2023-02-02,2024-08-12,-71.96026930677417,45.424200171930806
2352,c9ddcf1f-d4a8-4fc7-b506-520b02fff2d0,1995,Boulevard du Plateau-Saint-Joseph,,J1L 3E2,1,CASERNE ROBERT-DAVIDSON,819 821-5517,False,Institution,Organismes publics et privés,Organismes publics,Services municipaux de lutte contre les incendies,913140.0,Administrations publiques,Services municipaux de lutte contre les incendies,,Jacques-Cartier,False,2020-06-05,2024-08-12,-71.9625908,45.4269433
2364,199e8f59-8234-40cd-8917-95de4f1c7674,510,Rue Prospect,,J1H 1A8,1,ÉGLISE BAPTISTE DU BERGER,819 823-1919,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1162657259.0,Jacques-Cartier,False,2020-08-06,2024-07-05,-71.897744,45.4074765
2402,7d79e37c-af0d-4c14-80f7-08c24fed7d71,2275,Rue Claude-Greffard,,J1H 5H1,1,VILLE DE SHERBROOKE,819 823-8000,False,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,"Autres services des administrations publiques locales, municipales et régionales",913910.0,Administrations publiques,"Autres services des administrations publiques locales, municipales et régionales",8831854920.0,Jacques-Cartier,False,2020-07-14,2024-08-02,-71.93183239999999,45.4427655
2415,80256dd6-79be-49f8-a715-4c2835725d2e,125,Chemin Georges-Vallières,,J1H 4A9,1,GOUVERNEMENT DU QUÉBEC,819 820-3224,False,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,Autres services des administrations publiques provinciales et territoriales,912910.0,Administrations publiques,Autres services des administrations publiques provinciales et territoriales,,Jacques-Cartier,False,2020-09-30,2024-08-12,-71.9722609,45.42590920000001
2428,ad60a3b4-5d01-4d4f-bdf5-aeb966eb918a,1290,Boulevard du Plateau-Saint-Joseph,,J1L 0A5,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2023-06-14,2024-08-12,-71.967591,45.4192383
2429,cc40de4f-d7fe-4873-a94e-4a8ca3415e68,1310,Boulevard du Plateau-Saint-Joseph,,J1L 0A5,1,L'ÉQUIPEUR,819 564-1998,False,Commerce,Biens semi-courants,Mode,Magasins de tous les autres types de vêtements,458119.0,Commerce de détail,Détaillants de tous les autres types de vêtements,1143722933.0,Jacques-Cartier,True,2020-06-05,2024-08-12,-71.967591,45.4192383
2488,58cbac66-c963-4f44-89d9-15c3535fa4d4,765,Rue Goretti,,J1E 3H3,1,DÉPANNEUR BONI-SOIR,819 566-1766,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1167738310.0,Fleurimont,True,2019-12-07,2024-06-27,-71.8959558,45.4114166
2572,fa18cc3f-6acc-4b14-a2ac-0f926c223ef8,2590,12e Avenue Nord,,J1H 5H3,1,CENTRE AUTO MAX,819 346-3898,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1148071302.0,Fleurimont,False,2019-12-07,2024-06-13,-71.8672054,45.44275
2598,dff5ba7b-40bc-4e03-9092-f12767960da0,3420,12e Avenue Nord,A,J1H 5H3,"1,2",ENVIRONNEMENT ROUTIER NRJ INC.,819 822-1677,False,Commerce de gros/para-industriel,Construction,Construction,"Construction de routes, de rues et de ponts",237310.0,Construction,"Construction de routes, de rues et de ponts",1142611939.0,Fleurimont,False,2019-12-07,2024-06-13,-71.8593073,45.45205879999999
2602,8b38db62-0628-4f29-b86b-b8d92c47390f,3780,Chemin Duplessis,Porte no. 4,J1H 0C2,1,EXCAVATION CARLO LEMAY INC.,819 565-4412,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1160313061.0,Fleurimont,False,2019-12-07,2024-06-13,-71.8587302,45.450986
2622,e4b210c7-9114-4606-83ae-93bb49e030bf,1671,Chemin Duplessis,,J1H 0C2,"-1,1",CENTRE JULIEN DUCHARME,819 565-0522,False,Lieu public,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Exploitants de stades et autres diffuseurs avec installations,711319.0,"Arts, spectacles et loisirs",Exploitants de stades et autres diffuseurs avec installations,,Fleurimont,False,2019-12-07,2024-06-25,-71.8535114,45.4315567
2627,c2091dba-6b40-4aa9-9942-dfe5b9b09a0d,1641,Chemin Duplessis,,J1H 0C2,1,MULTI PUTT,819 821-1866,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Autres installations sportives,713992.0,"Arts, spectacles et loisirs",Autres installations sportives,1142061887.0,Fleurimont,False,2019-12-07,2024-06-25,-71.851734,45.42921859999999
2630,c8717da4-c849-46b7-85bd-aff1e5428349,1580,Chemin Duplessis,,J1H 0C2,1,BERTHOL CROTEAU EXCAVATION,819 346-9490,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1142146662.0,Fleurimont,False,2019-12-07,2024-06-25,-71.84876299999999,45.4290041
2644,6bbfd0bb-688c-4803-9e56-7f59e7682844,2405,Chemin Lemire,,J1H 0C5,1,DOMAINE JOLY-MONT INC.,819 562-6492,False,Commerce,"Restauration, divertissement et hôtellerie",Camping,Parcs pour véhicules récréatifs (VR) et campings,721211.0,Services d'hébergement et de restauration,Parcs pour véhicules récréatifs (VR) et campings,1166562679.0,Fleurimont,False,2019-12-07,2024-06-25,-71.83763669999999,45.4267862
2646,d436b33e-19f9-4070-b1ed-52786878b62f,3420,Rue King Est,,J1G 5J3,1,ENTREPRISES LARRY,819 347-1128,False,Commerce de gros/para-industriel,Services aux consommateurs,Location,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,532490.0,Services immobiliers et services de location et de location à bail,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,1163874689.0,Fleurimont,False,2019-12-07,2024-05-14,-71.826329,45.4233463
2647,4e0d85b3-4ae1-4ed5-bba4-97e8d7da8937,2175,Chemin Alfred-Champigny,,J1H 5H2,1,ISOTECH INC.,819 822-3934,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,238310.0,Construction,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,1144156016.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8223191,45.4364564
2651,1831e954-2274-410b-81aa-37fc637866f1,2500,Rue Saint-François Nord,suite 100,J1H 0J1,1,PIEUX XTREME SHERBROOKE INC.,819 820-0824,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1166570706.0,Fleurimont,False,2019-12-07,2024-06-27,-71.90881089999999,45.4358749
2655,60f7f85a-d8e1-46f3-8974-709c2406c6d2,3001,12e Avenue Nord,,J1H 5N4,1,SODEXO,,False,Institution,"Restauration, divertissement et hôtellerie",Restauration,Services de restauration contractuels,722310.0,Services d'hébergement et de restauration,Services de restauration contractuels,1143106194.0,Fleurimont,False,2024-09-30,,-71.86958286094969,45.44761231306305
2658,0246ff27-09f3-4964-a43b-243f3a11faf9,3171,Rue King Est,,J1G 5J1,1,TOILETTAGE AU SPAW,819 200-2720,False,Commerce,Services aux consommateurs,Toilettage d'animaux,Soins pour animaux de maison (sauf vétérinaires),812910.0,Autres services (sauf les administrations publiques),Soins pour animaux de maison (sauf vétérinaires),2276944354.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8287263,45.420324
2659,0d654c0a-0058-4746-aa81-50df87357969,3183,Rue King Est,,J1G 5J3,1,MARCO JETTÉ HAIEMONDAGE,819 434-1223,False,Commerce de gros/para-industriel,Services d'affaires,Services d'entretien d'immeuble,Services d'aménagement paysager,561730.0,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",Services d'aménagement paysager,2268354521.0,Fleurimont,False,2021-01-29,2024-05-14,-71.8287263,45.420324
